Country,Region,Subregion,Indicator,Dimension,Category,Year
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2020
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2020
Suriname,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2020
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,2020
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2020
Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2020
Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,2020
Tajikistan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence: Rape,2020
Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2020
Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,2020
Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2020
United States of America,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,2020
Uzbekistan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence: Rape,2020
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2020
Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2020
Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Cameroon,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,2021
Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Dominican Republic,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Algeria,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence: Rape,2021
Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Ghana,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,2021
Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Indonesia,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Iraq (Central Iraq),Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Jordan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Japan,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,2021
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Lebanon,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence: Rape,2021
Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,2021
Malaysia,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Namibia,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,2021
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,2021
Pakistan,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Puerto Rico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Qatar,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Suriname,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Eswatini,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,2021
Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
United States of America,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,2021
Uzbekistan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence: Rape,2021
Holy See,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2021
Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2021
Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2022
United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,2022
Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2022
Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,2022
Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2022
Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,2022
Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,2022
Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,2022
Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2022
Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,2022
Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2022
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,2022
